#,Date/Time,State,Subtype,Severity,Latitude,Longitude,Description (EN),Description (ES),UUID
1,2026-02-23 20:24,Jalisco,Narco Blockade,2 - Medium,19.9503585,-103.7662805,"In Tapalpa, Jalisco, partial blockades and presence of debris have been reported on several access roads, affecting local mobility, following the arrest of Nemesio O., known as ''El Mencho''. Mayor Antonio M. has urged the population to stay sheltered while the situation is being evaluated, keeping the Red Code active. Local authorities continue to work on normalizing traffic flow, with blockades reported on roads towards Chiquilistlán, Atemajac de Brizuela, Guadalajara, and Veladero.","En Tapalpa, Jalisco, se han registrado bloqueos parciales y presencia de escombros en varias vías de acceso y salida, afectando la movilidad local, tras la detención de Nemesio O., conocido como ''El Mencho''. El alcalde Antonio M. ha pedido a la población mantenerse en resguardo mientras se evalúa la situación, manteniendo el Código Rojo activo. Las autoridades locales continúan trabajando en la normalización de la circulación, con bloqueos reportados en carreteras hacia Chiquilistlán, Atemajac de Brizuela, Guadalajara y Veladero.",5afb05b4-1a63-4cd5-95ec-3dfa60260478
2,2026-02-23 20:24,Jalisco,Narco Blockade,2 - Medium,19.95226807,-103.7629393,"In Tapalpa, Jalisco, partial blockades and presence of debris have been reported on several access roads, affecting local mobility, following the arrest of Nemesio O., known as ''El Mencho''. Mayor Antonio M. has urged the population to stay sheltered while the situation is being evaluated, keeping the Red Code active. Local authorities continue to work on normalizing traffic circulation, with blockades reported on roads towards Chiquilistlán, Atemajac de Brizuela, Guadalajara, and Veladero.","En Tapalpa, Jalisco, se han registrado bloqueos parciales y presencia de escombros en varias vías de acceso y salida, afectando la movilidad local, tras la detención de Nemesio O., conocido como ''El Mencho''. El alcalde Antonio M. ha pedido a la población mantenerse en resguardo mientras se evalúa la situación, manteniendo el Código Rojo activo. Las autoridades locales continúan trabajando en la normalización de la circulación, con bloqueos reportados en carreteras hacia Chiquilistlán, Atemajac de Brizuela, Guadalajara y Veladero.",11f90ece-f563-48e2-880e-2511cd545877
3,2026-02-23 20:24,Jalisco,Narco Blockade,2 - Medium,19.94262027,-103.7618888,"In Tapalpa, Jalisco, partial blockades and presence of debris have been reported on several access roads, affecting local mobility, following the arrest of Nemesio O., known as ''El Mencho''. Mayor Antonio M. has urged the population to stay sheltered while the situation is being evaluated, keeping the Red Code active. Local authorities continue to work on normalizing traffic circulation, with blockades reported on roads towards Chiquilistlán, Atemajac de Brizuela, Guadalajara, and Veladero.","En Tapalpa, Jalisco, se han registrado bloqueos parciales y presencia de escombros en varias vías de acceso y salida, afectando la movilidad local, tras la detención de Nemesio O., conocido como ''El Mencho''. El alcalde Antonio M. ha pedido a la población mantenerse en resguardo mientras se evalúa la situación, manteniendo el Código Rojo activo. Las autoridades locales continúan trabajando en la normalización de la circulación, con bloqueos reportados en carreteras hacia Chiquilistlán, Atemajac de Brizuela, Guadalajara y Veladero.",1a2dbd47-544a-467d-b04e-c8b3d78f16b2
4,2026-02-23 20:24,Jalisco,Narco Blockade,2 - Medium,19.93478468,-103.7520597,"In Tapalpa, Jalisco, partial blockades and presence of debris have been reported on several access roads, affecting local mobility, following the arrest of Nemesio O., known as ''El Mencho''. Mayor Antonio M. has urged the population to stay sheltered while the situation is being evaluated, keeping the Red Code active. Local authorities continue to work on normalizing traffic circulation, with blockades reported on roads towards Chiquilistlán, Atemajac de Brizuela, Guadalajara, and Veladero.","En Tapalpa, Jalisco, se han registrado bloqueos parciales y presencia de escombros en varias vías de acceso y salida, afectando la movilidad local, tras la detención de Nemesio O., conocido como ''El Mencho''. El alcalde Antonio M. ha pedido a la población mantenerse en resguardo mientras se evalúa la situación, manteniendo el Código Rojo activo. Las autoridades locales continúan trabajando en la normalización de la circulación, con bloqueos reportados en carreteras hacia Chiquilistlán, Atemajac de Brizuela, Guadalajara y Veladero.",cd8fcdb4-620f-4624-9b6b-d289f69b3d39
5,2026-02-23 18:14,Baja California,Narco Blockade,2 - Medium,32.54099722,-117.045025,"The burning of a private vehicle was reported on Internacional Avenue, at the intersection of Mutualismo and 5 de Mayo avenues, in Tijuana, Baja California. The incident occurred around 12:14 hours and authorities, including firefighters and the Municipal Police, intervened to control the situation.","Se registró la quema de un vehículo particular en la avenida Internacional, a la altura de las avenidas Mutualismo y 5 de mayo, en Tijuana, Baja California. El incidente ocurrió aproximadamente a las 12:14 horas y las autoridades, incluyendo bomberos y la Policía Municipal, intervinieron para controlar la situación. ",999ecdf1-e29b-45f9-85c6-ee9ddda88819
6,2026-02-23 18:02,Michoacán,Narco Blockade,2 - Medium,19.10887547,-102.5186818,"In Buenavista, Michoacán, more than 24 hours after the fall of the criminal leader Nemesio Oseguera Cervantes, El Mencho, his followers continue with attacks on communication routes, confirming new blockades in the community of La Huina, in the municipality of Buenavista Tomatlán, on February 23, 2025. Armed civilians belonging to the Jalisco New Generation Cartel stole vehicles and set them on fire on the Apatzingán-Aguililla highway, in addition to holding a delivery truck from the Aga soft drink company, using it to block the road. The reaction of the cartel members following the death of El Mencho has led to the closure of at least 33 road sections and the burning of nearly 50 vehicles in Michoacán.","En Buenavista, Michoacán, a más de 24 horas de la caída del líder criminal Nemesio Oseguera Cervantes, El Mencho, sus adeptos continúan con los ataques a las vías de comunicación, confirmándose nuevos bloqueos en la comunidad de La Huina, en el municipio de Buenavista Tomatlán, el 23 de febrero de 2025. Civiles armados pertenecientes al Cártel Jalisco Nueva Generación robaron vehículos y los incendiaron en la carretera Apatzingán-Aguililla, además de retener un camión repartidor de la empresa refresquera Aga, utilizándolo para bloquear la vialidad. La reacción de los integrantes del cartel tras la muerte de El Mencho ha provocado el cierre de al menos 33 tramos carreteros y la quema de cerca de 50 vehículos en Michoacán.",0bd9c361-15a3-4cab-9ef6-813032c156bd
7,2026-02-23 17:55,Colima,Narco Blockade,2 - Medium,18.94416126,-103.9020725,Total closure of circulation is reported on the Acalpican-Manzanillo highway in Colima due to a vehicle on fire at kilometer 265+100. Drivers are advised to follow the traffic signs to avoid delays.,Se registra cierre total de circulación en la carretera Acalpican-Manzanillo en Colima debido a un vehículo incendiado en el kilómetro 265+100. Se recomienda a los conductores atender las indicaciones viales para evitar contratiempos.,64e0018e-7d60-4702-92bb-f5b88d821ea2
8,2026-02-23 17:07,Colima,Narco Blockade,2 - Medium,19.30653084,-103.6146171,"On the Jiquilpan-Colima highway in Jalisco, a total road closure is reported, so drivers are advised to take precautions.","En la carretera Jiquilpan-Colima en Jalisco se registra un cierre total de circulación, por lo que se recomienda a los conductores tomar precauciones. ",a20c9e3d-4c67-437f-8dfa-8193f87af0d0
9,2026-02-23 15:00,Jalisco,Narco Blockade,2 - Medium,20.775698,-103.6951543,"During Monday morning, a new narco-blockade was reported in the municipality of El Arenal.",Durante la mañana de este lunes se registró un nuevo narcobloqueo en el municipio de El Arenal.,3339927f-6c56-4790-8009-c85dec622746
10,2026-02-23 10:00,Jalisco,Narco Blockade,2 - Medium,20.769357,-103.4464012,"On February 23, 2026, in the early hours of the morning, a nurse was pulled out of her private car and then set on fire by several individuals. The incident took place while she was driving on Juan Gil Preciado and the intersection of Eliseo Orozco Gutierrez, in Zapopan, Jalisco. These acts are a consequence of the arrest and killing of the leader of the CJNG.","El 23 de febrero de 2026 por la madrugada una enfermera fue bajada de su automóvil particular y posteriormente le prendieron fuego varios sujetos. Los hechos ocurrieron mientras circulaba por Juan Gil Preciado y el cruce de Eliseo Orozco Gutierrez, en Zapopan Jalisco. Estos actos son consecuencia de la detención y abatimiento del líder del CJNG.",aa74af64-4ec8-4252-afa3-9f4e27144e36
11,2026-02-23 10:00,Jalisco,Clash with Security Forces,2 - Medium,21.86608576,-101.5942856,"On February 23, 2026, during the early hours of the morning in the town of Ojuelos de Jalisco, armed individuals clashed with federal forces. It is presumed that they are part of the CJNG (Jalisco New Generation Cartel). The outcome of these clashes is unknown.",El 23 de febrero de 2026 durante la madrugada y dentro del poblado Ojuelos de Jalisco. Sujetos armados tuvieron enfrentamientos contra fuerzas federales. Se presume forman parte del CJNG. Se desconoce el saldo de esas refriegas.,dc492bca-3a20-4d58-b08e-945eb0e65536
12,2026-02-23 10:00,Jalisco,Clash with Security Forces,2 - Medium,20.76712634,-103.4378457,"On February 23, 2026, during the early hours in Jardines Nuevo México, Jalisco, two armed individuals engaged in a confrontation with state police. One of the criminals was injured in the chest and was taken to a hospital under arrest. These actions are in response to the arrest and neutralization of the leader of the CJNG.","El 23 de febrero de 2026, durante la madrugada en Jardines Nuevo México Jalisco. Dos sujetos armados tuvieron un enfrentamiento con policías estatales. Uno de los delincuentes resultó herido en el tórax fue llevado a un hospital en calidad de detenido. Estas acciones responden a la detención y abatimiento del líder del CJNG. ",730d41b9-2c4b-41c3-8fc6-27694e310c9b
13,2026-02-23 09:00,Jalisco,Business Attack,2 - Medium,20.6719492,-103.4172923,"On February 23, 2026, during the early hours of the morning, individuals set fire to an OXXO store located in Zapopan, Jalisco. This act was a consequence of the killing of the leader of the CJNG.",El 23 de febrero de 2026 durante la madrugada sujetos incendiaron una tienda OXXO ubicada dentro de Zapopan Jalisco. Este acto consecuencia del abatimiento del líder del CJNG.,333d6933-2236-4bb8-b7f7-9540f21c9892
14,2026-02-23 09:00,Jalisco,Business Attack,2 - Medium,20.74139085,-103.4069708,"In the early hours of February 23, 2026, individuals set fire to a 7 Eleven store located on the side of Juan Gil Preciado at the height of the Arcos de Zapopan in Jalisco. This was in reaction to the arrest and killing of the leader of the CJNG. Firefighters quickly responded to the emergency and arrived at the scene.","La madrugada de el 23 de febrero de 2026, sujetos incendiaron una tienda 7 eleven ubicada sobre la lateral  Juan Gil Preciado a la altura de los Arcos de Zopopan en Jalisco. Esto como reacción a la detención y abatimiento del líder del CJNG. Bomberos respondieron rápido a la emergencia y acudieron al lugar.",21020e61-fcad-43de-b9b5-db7d9d302553
15,2026-02-23 04:00,Jalisco,Business Attack,2 - Medium,20.64016981,-105.2157887,"On February 23, 2026, during the early hours of the morning, a convenience store was vandalized and set on fire in response to the killing of the leader of the Jalisco New Generation Cartel, within the Las Aralias neighborhood in Puerto Vallarta, Jalisco.","El 23 de febrero de 2026 durante la madrugada, una tienda de conveniencia fue vandalizada e incendiada, como reacción al abatimiento del líder del cartel Jalisco Nueva Generación, esto dentro de la colonia las Aralias Puerto Vallarta Jalisco.",212ed84f-ffab-4ee5-933c-61da0f62d221
16,2026-02-23 04:00,Michoacán,Narco Blockade,2 - Medium,19.46136987,-100.3444255,"On the night of February 22, new vehicle fires were reported in different parts of Michoacán, specifically in Zitácuaro, following the death of Nemesio O. Cervantes, known as ""El Mencho"". The burning of a vehicle at the entrance to Zitácuaro was confirmed, causing alarm among motorists.","La noche del 22 de febrero, se reportaron nuevos incendios de vehículos en distintos puntos de Michoacán, específicamente en Zitácuaro, luego de la muerte de Nemesio O. Cervantes, conocido como ''El Mencho''. Se confirmó la quema de un vehículo en la entrada a Zitácuaro, generando alarma entre los automovilistas. ",6f47448c-6ce4-4a6e-acd4-4e7fc446d8b4
17,2026-02-23 03:00,Jalisco,Business Attack,2 - Medium,20.65549599,-105.227419,"After the downfall of Nemesio Oseguera Cervantes, alias ""El Mencho"", leader of the Jalisco New Generation Cartel (CJNG), Jalisco experienced a wave of violence on February 22, 2026. In the KIOSKO of the Vallarta 500 neighborhood, on Prisciliano Sánchez avenue, Puerto Vallarta, there were flames and destruction. Despite the material damages, there were no injuries in this incident.","Tras el abatimiento de Nemesio Oseguera Cervantes, alias “El Mencho”, líder del Cártel Jalisco Nueva Generación (CJNG), Jalisco vivió una ola de violencia el 22 de febrero de 2026. En el KIOSKO de la colonia Vallarta 500, sobre la avenida Prisciliano Sánchez, Puerto Vallarta, se registraron llamas y destrozos. A pesar de los daños materiales, no hubo heridos en este hecho. ",cd337c01-d751-4d42-955c-12ff43cf0ce9
18,2026-02-23 02:00,Baja California,Business Attack,2 - Medium,32.36727861,-117.0441272,"An attack with Molotov cocktails was reported tonight in the Constitución de Rosarito neighborhood, Baja California. The incident took place at an OXXO store located on Artículo 27 and San Luis Potosí street, where a Molotov cocktail caused material damages.","En la colonia Constitución de Rosarito, Baja California, se registró un ataque con bombas molotov esta noche. El incidente ocurrió en un OXXO ubicado en la calle Artículo 27 y San Luis Potosí, donde una bomba molotov causó daños materiales. ",014f3a70-824b-4587-8d4f-f659333f71ce
19,2026-02-23 02:00,Baja California,Attack on Civilians,2 - Medium,32.36323795,-117.0415472,Individuals threw another Molotov cocktail at a Honda vehicle on the corner of Artículo Primero and Oaxaca street. The perpetrators fled in a gray Tacoma truck towards Zacatecas street. No individuals have been arrested at this time.,Sujetos arrojaron otra bomba molotov contra un vehículo Honda en la calle Artículo Primero y Oaxaca. Los responsables huyeron en una camioneta Tacoma color gris hacia la calle Zacatecas. No se reportan personas detenidas hasta el momento.,3ddd1995-5664-4d60-87ce-ae088ad613ff
20,2026-02-23 01:33,Jalisco,Business Attack,1 - Low,20.68947638,-105.2226197,"In the Mojoneras neighborhood of Puerto Vallarta, Jalisco, looting of convenience stores was reported over the weekend. These incidents occurred amidst security events in Jalisco, including roadblocks, vehicle fires, and the presence of security forces. Local authorities are conducting operations to prevent further incidents and protect the population, urging citizens to stay informed and report risky situations.","En la colonia Mojoneras de Puerto Vallarta, Jalisco, se registró el saqueo de tiendas de conveniencia durante el fin de semana. Estos hechos se dan en medio de eventos de seguridad en Jalisco, con bloqueos carreteros, incendios de vehículos y presencia de fuerzas de seguridad.  Las autoridades locales mantienen operativos para prevenir nuevos incidentes y proteger a la población, exhortando a la ciudadanía a mantenerse informada y reportar situaciones de riesgo.",8d02aa71-0a2f-41ad-9a74-f0313d33b151
21,2026-02-23 01:33,Jalisco,Business Attack,1 - Low,20.60968994,-105.2345547,"In the Historic Center of Puerto Vallarta, Jalisco, looting was reported in convenience stores over the weekend. The incidents are taking place as part of the reaction of a criminal group to the killing of their leader in Jalisco. Local authorities are carrying out operations to prevent new incidents and protect the population, urging citizens to stay informed and report risky situations.","En el Centro Histórico de Puerto Vallarta, Jalisco, se registraron saqueos en tiendas de conveniencia durante el fin de semana. Los incidentes tienen lugar como parte de la reacción de un grupo criminal por el abatimiento de su líder en Jalisco. Las autoridades locales mantienen operativos para prevenir nuevos incidentes y proteger a la población, exhortando a la ciudadanía a mantenerse informada y reportar situaciones de riesgo.",06dbb75a-31e8-469f-8021-1892871e42e0
22,2026-02-23 01:00,Michoacán,Narco Blockade,2 - Medium,19.64935421,-100.7691959,"On the Mexico-Morelia highway in Michoacán, a total closure of traffic was reported due to vehicles set on fire, which has caused a traffic incident.","En la carretera México-Morelia en Michoacán se registró el cierre total de circulación debido a vehículos incendiados, lo que ha generado un incidente vial. ",4b76af10-882d-4d6c-9874-4c1183c8dca5
23,2026-02-23 01:00,Estado de México,Business Attack,2 - Medium,19.644472,-99.08412433,"In the San Rafael neighborhood, a group of individuals with their faces covered entered the branch of the Bank of Wellbeing and started a fire before leaving the premises.","En la colonia San Rafael, un grupo de sujetos con el rostro cubierto ingresó a la sucursal del Banco del Bienestar y provocó un incendio antes de abandonar el lugar. ",3e53a62b-4a00-4cdb-b3ac-55aac743a7a1
24,2026-02-23 01:00,Chiapas,Business Attack,2 - Medium,16.760395,-93.371419,"A violent day was experienced in Chiapas on February 22, when armed individuals attacked the Chanona Borges gas station in Ocozocoautla, leading to the suspension of transportation to Tuxtla.","Una jornada violenta se vivió en Chiapas el 22 de febrero, cuando sujetos armados atacaron la gasolinera Chanona Borges en Ocozocoautla, lo que provocó la suspensión del transporte hacia Tuxtla.",c19af491-b99e-4185-81ce-9f82209ed74c
25,2026-02-23 01:00,Estado de México,Narco Blockade,2 - Medium,19.61775109,-99.03859521,"In Tecámac, a van parked at a shopping center in Ojo de Agua was set on fire.","En Tecámac, una camioneta estacionada en un centro comercial de Ojo de Agua fue quemada.",484896b9-6940-4d2a-9a96-2ab8c9e29032
26,2026-02-23 01:00,Baja California,Narco Blockade,2 - Medium,32.66194313,-115.4709093,"In Mexicali, Baja California, a car was found on E Street and Lerdo de Tejada Avenue, in the Segunda Sección neighborhood, after being involved in two attempted fires in the Medical District and the Industrial neighborhood. The occupants of the vehicle, who allegedly threw Molotov cocktails in the mentioned neighborhoods, were not found by the authorities. In response to these events, an intense security operation has been deployed in the area.","En Mexicali, Baja California, un auto fue encontrado en la calle E y la avenida Lerdo de Tejada, en la colonia Segunda Sección, luego de estar involucrado en dos intentos de incendio en el Distrito Médico y la colonia Industrial. Los ocupantes del vehículo, quienes habrían arrojado bombas molotov en las colonias mencionadas, no fueron encontrados por las autoridades policiales. Ante estos hechos, se ha desplegado un intenso operativo de seguridad en la zona.",196e3bbb-9556-4c09-a67b-0ba228b509d9
27,2026-02-23 01:00,CDMX,Clash with Security Forces,2 - Medium,19.25534554,-99.17492842,"A vehicle on fire was located on Ayuhualco street, in the San Andrés Totoltepec neighborhood, where when the officers intervened, they were shot at with firearms. In response to the threat to their lives, the officers fired back, managing to detain two individuals and seize two firearms. As a result of the confrontation, one man lost his life.","Un vehiculo incendiado se ubicó en la calle Ayuhualco, de la Colonia San Andrés Totoltepec, donde al momento de intervenir, los uniformados fueron agredidos con disparos de arma de fuego, quienes al ver en riesgo su vida, repelieron la agresión, logrando la detención de dos personas y el aseguramiento de dos armas de fuego. Derivado del enfrentamiento un hombre perdió la vida.",5fa165b3-0f37-4e2a-9019-961d3f6df0a5
28,2026-02-23 01:00,Tabasco,Narco Blockade,2 - Medium,18.0939155,-93.1669297,"In Tabasco, vehicle burnings were reported in the Pechucalco ranch of Cunduacán.","En Tabasco, se registraron quema de vehículos en ranchería Pechucalco de Cunduacán.",1ca8dbcb-56f3-4900-a489-e7fae04f1690
29,2026-02-23 01:00,Tabasco,Narco Blockade,2 - Medium,18.0659317,-93.1647885,"In Tabasco, vehicle burnings were reported in the Cunduacán 2000 housing development.","En Tabasco, se registraron quema de vehículos en el fraccionamiento Cunduacán 2000.",c2dc793c-e9ee-4cce-bafd-2e7f77521970
30,2026-02-23 01:00,Tabasco,Business Attack,2 - Medium,18.1495514,-92.8596058,"In Villahermosa, Tabasco, an armed attack was reported at the Farmacia Guadalajara branch located in Macultepec.","En Villahermosa, Tabasco, se registró el ataque a balazos a la sucursal de Farmacia Guadalajara ubicada en Macultepec. ",99a47feb-05ed-4db4-a047-69dbf0e59350
31,2026-02-23 01:00,Tabasco,Business Attack,2 - Medium,18.1352863,-92.8654076,"In Villahermosa, Tabasco, an attack with gunshots was reported at a gas station in Ocuiltzapotlán.","En Villahermosa, Tabasco, se registró el ataque a balazos de una gasolinera de Ocuiltzapotlán.",1fbe55cb-b20a-4a91-8129-776dd0f599cb
32,2026-02-23 01:00,Baja California,Narco Blockade,2 - Medium,32.6278575,-115.3911621,A fire broke out affecting three vehicles in the El Palmar de Santa Anita area in Mexicali.,"Un conato de incendio afectó a tres vehículos en la zona de El Palmar de Santa Anita, en Mexicali. ",b666d5e2-7570-4eee-bfdd-c611d29e75e7
33,2026-02-23 01:00,Morelos,Narco Blockade,2 - Medium,18.83778458,-99.21884613,"In the municipality of Temixco, Rodrigo F. shares details about an incident on Apatlaco Boulevard where a car was set on fire, leading to the presence of security forces in the area. This event caused a stir in Morelos.","En el municipio de Temixco, Rodrigo F. comparte detalles sobre un incidente en el Bulevar Apatlaco donde un auto fue incendiado, lo que provocó la presencia de elementos de seguridad en la zona. Este suceso generó una tolvanera en Morelos.",e5b03ea9-ed7f-47fc-b914-cfe396997756
34,2026-02-23 01:00,Estado de México,Business Attack,2 - Medium,19.2956434,-98.941094,"In the Xico III Section neighborhood, two men with their faces covered entered the store and threw lit objects towards the cash register area. The fire reached a customer and his young son; the attack was captured on the establishment's security cameras, showing how the individuals carried out the assault. Police, firefighters, and Civil Protection personnel managed to control the flames before they spread. Paramedics transported the injured to the General Hospital Fernando Quiroz; due to the severity of the burns, they were later transferred to the High Specialty Hospital in Ixtapaluca for specialized care.","En la colonia Xico III Sección, donde dos hombres con el rostro cubierto entraron al local y lanzaron objetos encendidos hacia el área de cajas. El fuego alcanzó a un cliente y a su hijo pequeño; la agresión quedó grabada en las cámaras de seguridad del establecimiento, donde se observa la forma en que los sujetos cometieron el ataque. Policías, bomberos y personal de Protección Civil lograron controlar las llamas antes de que se extendieran. Paramédicos trasladaron a los heridos al Hospital General Fernando Quiroz; por la gravedad de las quemaduras fueron enviados después al Hospital de Alta Especialidad de Ixtapaluca para atención especializada.",f781be3a-dcca-48f9-8790-509ab1d5cb0c
35,2026-02-23 01:00,Estado de México,Business Attack,2 - Medium,19.2743087,-98.95282157,"Another attempted arson was reported at an Oxxo store in the Alfredo Baranda neighborhood, at the corner of Moctezuma and Cuauhtémoc avenues. Fortunately, no one was injured at this location.","En tienda Oxxo de la colonia Alfredo Baranda se reportó otro intento de incendio, en la esquina de las avenidas Moctezuma y Cuauhtémoc. En este punto no hubo personas heridas.",b92e6c80-64d5-4860-a148-178597db5569
36,2026-02-23 01:00,Morelos,Business Attack,2 - Medium,18.8649453,-99.2337199,"In Lomas del Carril, Temixco, a third self-service store was burned down.","En Lomas del Carril, Temixco, una tercera tienda de autoservicio fue quemada.",8dc21fa4-e64d-41ce-82cd-b86cf0c08bbe
37,2026-02-23 01:00,Jalisco,Clash with Security Forces,3 - High,21.33308231,-101.9745625,"In Lagos de Moreno, Jalisco, a member of the National Guard lost his life and three others were injured in a suspected car bomb attack. Second Captain Leonel C. died at the scene, while his injured colleagues were transported to receive medical attention.","En Lagos de Moreno, Jalisco, un elemento de la Guardia Nacional perdió la vida y tres más resultaron lesionados en un presunto ataque con un coche bomba. El Capitán 2/o Leonel C. falleció en el lugar, mientras que sus compañeros heridos fueron trasladados para recibir atención médica. ",4f456459-1b72-4f90-9ff7-fef5b8dd6a98
38,2026-02-23 00:55,Puebla,Narco Blockade,2 - Medium,19.26296007,-98.4189621,"Total closure of the Mexico-Puebla highway at kilometer 71, between Santa Rita Tlahuapan and San Martín Texmelucan, following the fire of a passenger bus and a cargo truck.","Cierre total de la autopista México–Puebla, a la altura del kilómetro 71, entre Santa Rita Tlahuapan y San Martín Texmelucan, tras el incendio de un camión de pasajeros y uno de carga. ",5a0590d1-e82c-4e09-ac6b-05d174a96177
39,2026-02-23 00:55,Puebla,Narco Blockade,2 - Medium,18.92760329,-97.67377929,"Car set on fire on the Puebla-Orizaba highway, at the height of Quecholac, in the so-called Red Triangle.","Automóvil incendiado en la autopista Puebla–Orizaba, a la altura de Quecholac, en el llamado Triángulo Rojo.",dc902cab-860f-4ddd-a693-6737c2092f6b
40,2026-02-23 00:48,Guerrero,Narco Blockade,2 - Medium,17.72211138,-101.6016462,"The first report occurred at 2:00 p.m. on the bypass to Pantla in the town of La Salitrera, where armed individuals forced a truck driver transporting packages from the State of Mexico to get off the vehicle and then set it on fire.","El primer reporte ocurrió a las 14 horas en el libramiento a Pantla en la localidad de La Salitrera, donde armados obligaron a descender a un chofer de un camión que transportaba paquetería proveniente de Estado de México para después incendiarlo.",acff6851-01af-4ad7-b360-7d3957394d69
41,2026-02-23 00:48,Estado de México,Business Attack,2 - Medium,19.64826861,-99.09683874,"In Coacalco, State of Mexico, a branch of the Bank of Well-being has been set on fire by a group of armed individuals. These events are allegedly related to the incidents caused by the arrest of El Mencho in Jalisco.","En Coacalco, Estado de México, una sucursal del Banco del Bienestar ha sido incendiada por un grupo de personas armadas. Estos hechos están presuntamente relacionados con los sucesos ocasionados por la detetención del Mencho, en Jalisco.",ce08ade4-b36e-4cd3-b7a4-753ea86c4e5e
42,2026-02-23 00:48,Guerrero,Narco Blockade,2 - Medium,17.6499801,-101.5393884,"Fires of compact vehicles were reported in the Nuevo Amanecer neighborhood, next to Paseo de Zihuatanejo boulevard.",Se reportaron incendios de vehículos compactos en la colonia Nuevo Amanecer a un costado del bulevar Paseo de Zihuatanejo,ec6eb281-81b3-451f-94a5-6b5bf629ddaf
43,2026-02-23 00:47,Tabasco,Intimidation Messages,2 - Medium,17.9596836,-92.9803683,"A teenager was found decapitated and abandoned along with an intimidating message in the municipality of Centro, Tabasco. The discovery took place at Rancho Río Viejo on February 22, 2026.","Un adolescente fue encontrado decapitado y abandonado junto a un mensaje intimidatorio en el municipio de Centro, Tabasco. El hallazgo ocurrió en el Rancho Río Viejo, el día 22 de febrero de 2026. ",023dfb67-4391-4817-993b-48d866a41754
44,2026-02-23 00:21,CDMX,Narco Blockade,2 - Medium,19.14403333,-99.16794797,A vehicle was completely burned on the Mexico-Cuernavaca highway. Authorities are securing the area while investigations are being carried out.,Un vehículo quedó totalmente calcinado en la carretera México-Cuernavaca. Las autoridades resguardan la zona mientras se realizan peritajes. ,7fe1c61c-96e0-4a37-abb9-f1c30e0127db
45,2026-02-23 00:21,CDMX,Narco Blockade,2 - Medium,19.24580358,-99.17072954,An intentionally set fire of a vehicle is reported in San Andrés Totoltepec.,Se registra el incendio provocado de un vehículo en San Andrés Totoltepec.,3f164291-b1a5-4185-a69b-ea77ff9314f7
46,2026-02-23 00:03,Jalisco,Public Building Attack,1 - Low,20.6975526,-105.2432683,"In Puerto Vallarta, Jalisco, a robbery of trucks was reported in Las Juntas.","En Puerto Vallarta, Jalisco, se registró un robo de camiones en Las Juntas. ",624edf83-2b9f-43e0-8b57-6ca772492d2c
47,2026-02-22 23:56,Veracruz,Narco Blockade,2 - Medium,20.80222867,-97.56561203,There are reports of individuals setting vehicles on fire before reaching the community of Las Cañas.,Se reporta la presencia de personas incendiando vehículos antes de llegar a la comunidad Las Cañas.,361e3133-bb39-45cd-bcca-a1587896f9a9
48,2026-02-22 23:37,CDMX,Clash Between Armed Civilians,2 - Medium,19.27564341,-99.1163309,A series of armed detonations were reported in the vicinity of the Toltenco neighborhood.,Se registraron una serie de detonaciones armadas en las inmediaciones de la colonia Toltenco.,b03fe90f-6d90-4b66-84fb-dfa42e3992b1
